"﻿""Category""",CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
16,Synoptic feature sequences,D16040,(Cancellation of SIGMET),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,D01001,WMO block and station numbers,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,D01011,"Year, month, day",,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,D01012,"Hour, minute",,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B02160,Wavelength of the radar,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B08005,Meteorological attribute significance,= 1,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B08005,Meteorological attribute significance,Cancel,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19100,Time interval to calculate the movement of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19005,Direction of motion of feature,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19006,Speed of motion of feature,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19101,Accuracy of the position of the centre of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19102,Shape and definition of the eye of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19103,Diameter of major axis of the eye of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19104,Change in character of the eye during the 30 minutes,,,Operational
16,Synoptic feature sequences,D16050,(RADOB template - Part A: Information on tropical cyclone),,B19105,Distance between the end of spiral band and the centre,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,D01005,Originating centre/sub-centre,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,D01011,"Year, month, day",,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,D01012,"Hour, minute",,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B01007,Satellite identifier,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B25150,Method of tropical cyclone intensity analysis using satellite data,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,R22000,Delayed replication of 22 descriptors,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B01027,WMO long storm name,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19150,Typhoon International Common Number (Typhoon Committee),,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19106,Identification number of tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B08005,Meteorological attribute significance,= 1,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B08005,Meteorological attribute significance,Cancel,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19107,Time interval over which the movement of the tropical cyclone has been calculated,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19005,Direction of motion of feature,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19006,Speed of motion of feature,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19108,Accuracy of geographical position of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19109,Mean diameter of the overcast cloud of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19110,Apparent 24-hour change in intensity of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19111,Current Intensity (CI) number of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19112,Data Tropical (DT) number of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19113,Cloud pattern type of the DT-number,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19114,Model Expected Tropical (MET) number of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19115,"Trend of the past 24-hour change (+: Developed, -: Weakened)",,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19116,Pattern Tropical (PT) number of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19117,Cloud picture type of the PT-number,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19118,Final Tropical (T) number of the tropical cyclone,,,Operational
16,Synoptic feature sequences,D16052,(SAREP template - Part A: Information on tropical cyclone),,B19119,Type of the final T-number,,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",,D01011,"Year, month, day",,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",,D01012,"Hour, minute",,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Position of squall line centre,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Position of squall line centre,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Position of squall line centre,B19005,Direction of motion of feature,,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Position of squall line centre,B19006,Speed of motion of feature,,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - North point,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - North point,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - South point,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - South point,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - Evolution,B04074,Short time period or displacement,Period of validity,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - Evolution,B20048,Evolution of feature,,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - Evolution,B11041,Maximum wind gust speed,Maximum burst expected,,Operational
16,Synoptic feature sequences,D16060,"(Definition of squall line (by 3 points: Centre, North, South) and forecasted trajectory and evolution)",Amplitude of feature from most external points to centre point - Evolution,B13055,Intensity of precipitation,Intensity of rain expected,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),,D01011,"Year, month, day",,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),,D01012,"Hour, minute",,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Position of squall line centre,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Position of squall line centre,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Position of squall line centre,B19005,Direction of motion of feature,,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Position of squall line centre,B19006,Speed of motion of feature,,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - North points,R02000,Delayed replication of 2 descriptors,,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - North points,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - North points,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - South points,R02000,Delayed replication of 2 descriptors,,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - South points,B05002,Latitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - South points,B06002,Longitude (coarse accuracy),,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - Evolution,B04074,Short time period or displacement,Period of validity,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - Evolution,B20048,Evolution of feature,,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - Evolution,B11041,Maximum wind gust speed,Maximum burst expected,,Operational
16,Synoptic feature sequences,D16061,(Definition of squall line (by centre and several points: North points and South points) and forecasted trajectory and evolution),Amplitude of feature from most external points to centre point - Evolution,B13055,Intensity of precipitation,Intensity of rain expected,,Operational
16,Synoptic feature sequences,D16074,(GFA identifier and observed/forecast location),,B01039,Graphical Area Forecast (GFA) sequence identifier,,,Operational
16,Synoptic feature sequences,D16074,(GFA identifier and observed/forecast location),,B08021,Time significance,"= 4 Forecast, = 16 Analysis",,Operational
16,Synoptic feature sequences,D16074,(GFA identifier and observed/forecast location),,D01014,Time period,For which hazard is being observed/forecast,,Operational
16,Synoptic feature sequences,D16074,(GFA identifier and observed/forecast location),,D01027,Description of a feature in 3-D or 2-D,,,Operational
16,Synoptic feature sequences,D16074,(GFA identifier and observed/forecast location),,B08021,Time significance,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B08041,Data significance,= 8 IFR ceiling and visibility,,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B20006,Flight rules,= 1 IFR,,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B33042,Type of limit represented by following value,"= 2 Exclusive upper limit, = 7 Missing",,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B20013,Height of base of cloud,,,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B33042,Type of limit represented by following value,"= 2 Exclusive upper limit, = 7 Missing",,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B20001,Horizontal visibility,,,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B20025,Obscuration,,,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B20026,Character of obscuration,"= 6 Blowing, = 15 Missing",,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B08041,Data significance,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16075,(GFA IFR ceiling and visibility),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B08041,Data significance,= 9 Mountain obscuration,,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B20006,Flight rules,= 1 IFR,,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B20025,Obscuration,,,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B20026,Character of obscuration,"= 6 Blowing, = 15 Missing",,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B08041,Data significance,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16076,(GFA mountain obscuration),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16077,(GFA turbulence),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16077,(GFA turbulence),,B08011,Meteorological feature,= 13 Turbulence,,Operational
16,Synoptic feature sequences,D16077,(GFA turbulence),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16077,(GFA turbulence),,B11031,Degree of turbulence,= 6 Moderate,,Operational
16,Synoptic feature sequences,D16077,(GFA turbulence),,B08011,Meteorological feature,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16077,(GFA turbulence),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,B08041,Data significance,= 10 Strong surface wind,,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,B33042,Type of limit represented by following value,= 0 Exclusive lower limit,,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,B11012,Wind speed at 10 m,,,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,B08041,Data significance,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16078,(GFA strong surface wind),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,B08011,Meteorological feature,= 16 Phenomenon,,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,B20023,Other weather phenomena,Bit 12 = Wind shear,,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,B20024,Intensity of phenomena,,,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,B08011,Meteorological feature,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16079,(GFA low-level wind shear),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16080,(GFA icing),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16080,(GFA icing),,B08011,Meteorological feature,= 15 Airframe icing,,Operational
16,Synoptic feature sequences,D16080,(GFA icing),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16080,(GFA icing),,B20041,Airframe icing,= 4 Moderate icing,,Operational
16,Synoptic feature sequences,D16080,(GFA icing),,B08011,Meteorological feature,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16080,(GFA icing),,B08079,Product status,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16081,(GFA freezing level),,B08079,Product status,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL",,Operational
16,Synoptic feature sequences,D16081,(GFA freezing level),,B08041,Data significance,"= 11 Freezing level, = 12 Multiple freezing level",,Operational
16,Synoptic feature sequences,D16081,(GFA freezing level),,D16074,GFA identifier and observed/forecast location,,,Operational
16,Synoptic feature sequences,D16081,(GFA freezing level),,B08041,Data significance,Set to missing (cancel),,Operational
16,Synoptic feature sequences,D16081,(GFA freezing level),,B08079,Product status,Set to missing (cancel),,Operational
