"﻿""Category""",CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,D01120,Radiosonde abbreviated header and launch information,,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B08041,Data significance,= 6 Flight level observation,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,D01122,Date/time (to hundredths of second),,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B05001,Latitude (high accuracy),,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33035,Manual/automatic quality control,Latitude,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33015,Data quality check indicator,Latitude,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B06001,Longitude (high accuracy),,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33035,Manual/automatic quality control,Longitude,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33015,Data quality check indicator,Longitude,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B07007,Height,,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33035,Manual/automatic quality control,Height,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33015,Data quality check indicator,Height,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B11003,u-component,,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33035,Manual/automatic quality control,u-component,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33015,Data quality check indicator,u-component,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B11004,v-component,,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33035,Manual/automatic quality control,v-component,,Operational
09,Vertical sounding sequences (conventional data),D09065,(Processed GPS),,B33015,Data quality check indicator,v-component,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,D01001,WMO block and station numbers,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B02014,Tracking technique/status of system used,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B02003,Type of measuring equipment used,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,D01113,Date/time of launch,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,D01114,Horizontal and vertical coordinates of launch site,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,D01023,Latitude/longitude (coarse accuracy),,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B07030,Height of station ground above mean sea level,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B07007,Height,Release of balloon,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,R03000,Delayed replication of 3 descriptors,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B07009,Geopotential height,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B11001,Wind direction,,,Operational
09,Vertical sounding sequences (conventional data),D09071,(Sequence for representation of PILOT in the area of ASECNA),,B11002,Wind speed,,,Operational
