Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status,
12,Single level report sequences (satellite data),312029,(Scatterometer level 2b data),,321028,"Radar specification, SEAWINDS normalized radar cross-section, Kp variance coefficient",,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,201130,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,202129,Change scale,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,011012,Wind speed at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,011052,Formal uncertainty in wind speed,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,201135,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,202130,Change scale,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,011011,Wind direction at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,011053,Formal uncertainty in wind direction,,,,Operational,
12,Single level report sequences (satellite data),312030,"(Wind, formal uncertainty, likelihood)",,021104,Likelihood computed for solution,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,005034,Along-track row number,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,006034,Cross-track cell number,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,021109,SEAWINDS wind vector cell quality,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,011081,Model wind direction at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,011082,Model wind speed at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,021101,Number of vector ambiguities,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,021102,Index of selected wind vector,,,,Operational,
12,Single level report sequences (satellite data),312031,(SEAWINDS wind),,021103,Total number of sigma-0 measurements,,,,Operational,
12,Single level report sequences (satellite data),312032,(SEAWINDS precipitation),,021120,Probability of rain,,,,Operational,
12,Single level report sequences (satellite data),312032,(SEAWINDS precipitation),,021121,SEAWINDS NOF rain index,,,,Operational,
12,Single level report sequences (satellite data),312032,(SEAWINDS precipitation),,013055,Intensity of precipitation,,,,Operational,
12,Single level report sequences (satellite data),312032,(SEAWINDS precipitation),,021122,Attenuation correction on sigma-0 (from tB),,,,Operational,
12,Single level report sequences (satellite data),312033,"(Antenna polarization, brightness temperature)",,002104,Antenna polarization,,,,Operational,
12,Single level report sequences (satellite data),312033,"(Antenna polarization, brightness temperature)",,008022,Total number (with respect to accumulation or average),,,,Operational,
12,Single level report sequences (satellite data),312033,"(Antenna polarization, brightness temperature)",,012063,Brightness temperature,,,,Operational,
12,Single level report sequences (satellite data),312033,"(Antenna polarization, brightness temperature)",,012065,Standard deviation brightness temperature,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,301046,"Satellite identifier, direction of motion, sensor, model function, software, resolution",,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,301023,Latitude/longitude (coarse accuracy),,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,008025,Time difference qualifier,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,201136,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,004006,Second,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,201000,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,312031,Scatterometer wind,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,312032,Scatterometer precipitation,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,101004,Replicate 1 descriptor 4 times,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,312030,"Wind, formal uncertainty, likelihood",,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,101002,Replicate 1 descriptor 2 times,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,312033,"Antenna polarization, brightness temperature",,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,103018,Replicate 3 descriptor 18 times,,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,021110,Number of inner-beam sigma-0 (forward of satellite),,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,301023,Latitude/longitude (coarse accuracy),,,,Operational,
12,Single level report sequences (satellite data),312034,(CFOSAT scatterometer data),,321028,"Radar specification, normalized radar cross-section, Kp variance coefficient",,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,001031,Identification of originating/generating centre,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,002048,Satellite sensor indicator,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,202124,Change scale,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,002026,Cross-track resolution,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,002027,Along-track resolution,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,202000,Cancel change scale,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,004001,Year,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,004002,Month,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,004003,Day,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,004004,Hour,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,004005,Minute,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,004006,Second,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,005002,Latitude (coarse accuracy),,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,006002,Longitude (coarse accuracy),,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,005034,Along-track row number,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,006031,Column number,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,201129,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,006034,Cross-track cell number,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,201000,Cancel change data width,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,005021,Bearing or azimuth,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,002111,Radar incidence angle,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,012063,Brightness temperature,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,021095,Kp coefficient A,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,021096,Kp coefficient B,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,021097,Kp coefficient C,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,021030,Signal to noise ratio,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,021105,Normalized radar cross-section,,,,Operational,
12,Single level report sequences (satellite data),312035,(Scatterometer level 2a data),,033056,Sigma-0 quality flag,,,,Operational,
12,Single level report sequences (satellite data),312041,(Altitude),,201141,Change data width,28 bits long,,,Operational,
12,Single level report sequences (satellite data),312041,(Altitude),,202130,Change scale,Scale: 2,,,Operational,
12,Single level report sequences (satellite data),312041,(Altitude),,007001,Height of station,,,,Operational,
12,Single level report sequences (satellite data),312041,(Altitude),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312041,(Altitude),,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312042,(Altitude corrections),,021077,Altitude correction (ionosphere),,,,Operational,
12,Single level report sequences (satellite data),312042,(Altitude corrections),,021078,Altitude correction (dry troposphere),,,,Operational,
12,Single level report sequences (satellite data),312042,(Altitude corrections),,021079,Altitude correction (wet troposphere),,,,Operational,
12,Single level report sequences (satellite data),312042,(Altitude corrections),,021080,Altitude correction (calibration constant),,,,Operational,
12,Single level report sequences (satellite data),312042,(Altitude corrections),,021081,Open loop correction (height-time loop),,,,Operational,
12,Single level report sequences (satellite data),312042,(Altitude corrections),,021082,Open loop correction (auto gain control),,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,001096,Station acquisition,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,025061,Software identification and version number,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,007002,Height or altitude,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012180,Averaged 12 micron BT for all clear pixels at nadir,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012181,Averaged 11 micron BT for all clear pixels at nadir,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012182,Averaged 3.7 micron BT for all clear pixels at nadir,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012183,"Averaged 12 micron BT for all clear pixels, forward view",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012184,"Averaged 11 micron BT for all clear pixels, forward view",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012185,"Averaged 3.7 micron BT for all clear pixels, forward view",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,002174,Mean across-track pixel number,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,021086,"Number of pixels in nadir only, average",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012186,Mean nadir sea-surface temperature,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,021087,"Number of pixels in dual view, average",,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,012187,Mean dual view sea-surface temperature,,,,Operational,
12,Single level report sequences (satellite data),312045,(AATSR sea-surface temperatures),,033043,AST confidence,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,001096,Station acquisition,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,025061,Software identification and version number,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,007025,Solar zenith angle,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,005022,Solar azimuth,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,010080,Viewing zenith angle,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,027080,Viewing azimuth angle,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,008003,Vertical significance (satellite observations),,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,007004,Pressure,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,013093,Cloud optical thickness,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,008003,Vertical significance (satellite observations),,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,201131,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,202129,Change scale,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,007004,Pressure,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,007004,Pressure,,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312050,(MERIS instrument reporting),,013095,Total column water vapour,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,001096,Station acquisition,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025061,Software identification and version number,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,008075,Ascending/descending orbit qualifier,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,001012,Direction of motion of moving observing platform,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,201131,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,001013,Speed of motion of moving observing platform,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,010032,Satellite distance to Earth's centre,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,010033,Altitude (platform to ellipsoid),,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,010034,Earth's radius,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,007002,Height or altitude,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,008012,Land/sea qualifier,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025110,Image processing summary,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025111,Number of input data gaps,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025102,Number of missing lines excluding data gaps,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,002104,Antenna polarization,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025103,Number of directional bins,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025104,Number of wavelength bins,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025105,First directional bin,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025106,Directional bin step,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025107,First wavelength bin,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025108,Last wavelength bin,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,002111,Radar incidence angle,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,002121,Mean frequency,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,002026,Cross-track resolution,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,002027,Along-track resolution,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021130,Spectrum total energy,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021131,Spectrum max energy,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021132,Direction of spectrum max on higher resolution grid,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021133,Wavelength of spectrum max on higher resolution grid,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021064,Clutter noise estimate,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,025014,Azimuth clutter cut-off,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021134,Range resolution of cress covariance spectrum,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,107018,Replicate 7 descriptors 18 times,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,005030,Direction (spectral),,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,105024,Replicate 5 descriptors 24 times,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,201130,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,006030,Wave number (spectral),,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021135,Real part of cross spectra polar grid number of bins,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,021136,Imaginary part of cross spectra polar grid number of bins,,,,Operational,
12,Single level report sequences (satellite data),312051,(Ocean cross spectra - WVS),,033044,ASAR quality information,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,001096,Station acquisition,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025061,Software identification and version number,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025120,RA2-L2-processing flag,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025121,RA2-L2-processing quality,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025124,MWR-L2-processing flag,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025125,MWR-L2-processing quality,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025122,Hardware configuration for RF,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025123,Hardware configuration for HPA,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,007002,Height or altitude,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002119,RA-2 instrument operations,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,033047,Measurement confidence data,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010081,Altitude of COG above reference ellipsoid,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010082,Instantaneous altitude rate,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010083,Squared off nadir angle of the satellite from platform data,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010084,Squared off nadir angle of the satellite from waveform data,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002116,Percentage of 320 MHz band processed,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002117,Percentage of 80 MHz band processed,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002118,Percentage of 20 MHz band processed,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002156,Percentage of valid Ku ocean retracker measurements,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002157,Percentage of valid S ocean retracker measurements,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,014055,Solar activity index,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022150,Number of 18 Hz valid points for Ku band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022151,Ku band ocean range,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022152,STD of 18 Hz Ku band ocean range,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022153,Number of 18 Hz valid points for S band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022154,S band ocean range,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022155,STD of 18 Hz S band ocean range,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022156,Ku band significant wave height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022157,STD of 18 Hz Ku band ocean range,Significant wave height,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022158,S band significant wave height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,022159,STD of 18 Hz S band significant wave height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021137,Ku band corrected ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021138,STD Ku band corrected ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021139,Ku band net instrumental correction for AGC,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021140,S band corrected ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021141,STD S band corrected ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021142,S band net instrumental correction for AGC,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010085,Mean sea-surface height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010086,Geoid's height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010087,Ocean depth/land elevation,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010088,Total geocentric ocean tide height (solution 1),,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010089,Total geocentric ocean tide height (solution 2),,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010090,Long period tide height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010091,Tidal loading height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010092,Solid Earth tide height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,010093,Geocentric pole tide height,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,011002,Wind speed,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025126,Model dry tropospheric correction,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025127,Inverted barometer correction,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025128,Model wet tropospheric correction,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025129,MWR derived wet tropospheric correction,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025130,RA2 ionospheric correction on Ku band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025131,Ionospheric correction from Doris on Ku band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025132,Ionospheric correction from model on Ku band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025133,Sea state bias correction on Ku band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025134,RA2 ionospheric correction on S band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025135,Ionospheric correction from Doris on S band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025136,Ionospheric correction from model on S band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,025137,Sea state bias correction on S band,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,013096,MWR water vapour content,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,013097,MWR liquid water content,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,011095,u-component of the model wind vector,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,011096,v-component of the model wind vector,,,,Operational,
