Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,8039,Time significance (aviation forecast),= 4 Forecast time of minimum temperature,,,Operational,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,4003,Day,,,,Operational,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,4004,Hour,GFGF,,,Operational,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,8023,First-order statistics,= 2 Maximum,,,Operational,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,12023,Temperature,TFTF - Celsius,,,Operational,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,8023,First-order statistics,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307054,(Forecast of extreme temperatures),,7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,33045,Probability of following event,C2C2,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,8016,Change qualifier of a trend-type forecast or an aerodrome forecast,TTTTTT,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,8039,Time significance (aviation forecast),= 5 Time of beginning of the forecast change,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,4003,Day,,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,301012,"Hour, minute",GGgg,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,8039,Time significance (aviation forecast),= 6 Time of ending of the forecast change,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,4003,Day,,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,301012,"Hour, minute",GeGe,,,Operational,,
07,Surface report sequences (land),307055,(Change indicator and forecast changes),,307053,Forecast weather at an aerodrome,During or after change,,,Operational,,
07,Surface report sequences (land),307056,(Aerodrome forecast - full TAF),,307052,Aerodrome forecast identification and time interval,,,,Operational,,
07,Surface report sequences (land),307056,(Aerodrome forecast - full TAF),,307053,Forecast weather at an aerodrome,,,,Operational,,
07,Surface report sequences (land),307056,(Aerodrome forecast - full TAF),,307054,Forecast of extreme temperatures,,,,Operational,,
07,Surface report sequences (land),307056,(Aerodrome forecast - full TAF),,101000,Delayed replication of 1 descriptor,,,,Operational,,
07,Surface report sequences (land),307056,(Aerodrome forecast - full TAF),,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307056,(Aerodrome forecast - full TAF),,307055,Change indicator and forecast changes,,,,Operational,,
07,Surface report sequences (land),307060,(Soil temperature below land surface),,7061,Depth below land surface,,,,Operational,,
07,Surface report sequences (land),307060,(Soil temperature below land surface),,12030,Soil temperature,,,,Operational,,
07,Surface report sequences (land),307061,(Soil temperature data at number of depths not exceeding five - high accuracy position),,301031,"Identification and type of station, date/time, location (high accuracy), height of station",,,,Operational,,
07,Surface report sequences (land),307061,(Soil temperature data at number of depths not exceeding five - high accuracy position),,101005,Replicate 1 descriptor 5 times,,,,Operational,,
07,Surface report sequences (land),307061,(Soil temperature data at number of depths not exceeding five - high accuracy position),,307060,Soil temperature below land surface,,,,Operational,,
07,Surface report sequences (land),307062,(Soil temperature data at number of depths not exceeding five - coarse accuracy position),,301032,"Identification and type of station, date/time, location (coarse accuracy), height of station",,,,Operational,,
07,Surface report sequences (land),307062,(Soil temperature data at number of depths not exceeding five - coarse accuracy position),,101005,Replicate 1 descriptor 5 times,,,,Operational,,
07,Surface report sequences (land),307062,(Soil temperature data at number of depths not exceeding five - coarse accuracy position),,307060,Soil temperature below land surface,,,,Operational,,
07,Surface report sequences (land),307063,(Depth below land surface and soil temperature),,7061,Depth below land surface,,,,Operational,,
07,Surface report sequences (land),307063,(Depth below land surface and soil temperature),,12130,Soil temperature,Scale: 2,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,4025,Time period or displacement,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,106000,Delayed replication of 6 descriptors,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,31001,Delayed descriptor replication factor,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,7061,Depth below land surface,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,201131,Change data width,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,202129,Change scale,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,12130,Soil temperature ,,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,201000,Change data width,Cancel,,,Operational,,
07,Surface report sequences (land),307064,(Soil temperature profile including permafrost),,202000,Change scale,Cancel,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),,301090,"Surface station identification; time, horizontal and vertical coordinates",,(see Note 3),59,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),,4074,Short time period or displacement,= UTC - LT,(see Note 3),59,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),,4023,Time period or displacement,Number of days in the month,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",8023,First-order statistics,= 4 Mean value,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",10004,Pressure,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",10051,Pressure reduced to mean sea level,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",7004,Pressure,Standard level | Set to missing for lowland stations,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",10009,Geopotential height,Standard level | Set to missing for lowland stations,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",7032,Height of sensor above local ground (or deck of marine platform),,(see Note 4),25,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",2051,Indicator to specify observing method for extreme temperatures,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",4051,Principal time of daily reading of maximum temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12118,"Maximum temperature at height specified, past 24 hours",,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",4052,Principal time of daily reading of minimum temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12119,"Minimum temperature at height specified, past 24 hours",,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",13004,Vapour pressure,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",8023,First-order statistics,Set to missing,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12151,Standard deviation of daily mean temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",102005,Replicate 2 descriptors 5 times,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",8050,Qualifier for number of missing values in calculation of statistic,"= 1 Pressure, = 2 Temperature, = 4 Vapour pressure, = 7 Maximum temperature, = 8 Minimum temperature",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",8020,Total number of missing entities (with respect to accumulation or average),Days,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Sunshine duration,14032,Total sunshine,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Sunshine duration,14033,Total sunshine,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Sunshine duration,8050,Qualifier for number of missing values in calculation of statistic,= 6 Sunshine duration,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Sunshine duration,8020,Total number of missing entities (with respect to accumulation or average),Days,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Number of days of occurrence,102018,Replicate 2 descriptors 18 times,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Number of days of occurrence,8052,Condition for which number of days of occurrence follows,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Number of days of occurrence,8022,Total number (with respect to accumulation or average),Days,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,7032,Height of sensor above local ground (or deck of marine platform),,(see Note 4),25,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,4003,Day,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,12152,Highest daily mean temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,4003,Day,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,12153,Lowest daily mean temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,4003,Day,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8023,First-order statistics,= 2 Maximum value,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,4003,Day,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8023,First-order statistics,= 3 Minimum value,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8023,First-order statistics,Set to missing,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,7032,Height of sensor above local ground (or deck of marine platform),,(see Note 4),25,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,2002,Type of instrumentation for wind measurement,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,4003,Day,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,11046,Maximum instantaneous wind speed,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme values of temperature and wind speed,8053,Day of occurrence qualifier,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,4003,Day,= 1,(see Note 5),27,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,4004,Hour,= 6,(see Note 5),27,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,4023,Time period or displacement,Number of days in the month,(see Note 5),27,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,7032,Height of sensor above local ground (or deck of marine platform),,(see Note 4),25,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,13060,Total accumulated precipitation,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,13051,"Frequency group, precipitation",,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,4053,Number of days with precipitation equal to or more than 1 mm,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,8050,Qualifier for number of missing values in calculation of statistic,= 5 Precipitation,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Precipitation,8020,Total number of missing entities (with respect to accumulation or average),Days,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Number of days of occurrence,102006,Replicate 2 descriptors 6 times,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Number of days of occurrence,8052,Condition for which number of days of occurrence follows,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Number of days of occurrence,8022,Total number (with respect to accumulation or average),Days,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme precipitation,8053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme precipitation,4003,Day,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme precipitation,13052,Highest daily amount of precipitation,,,,Operational,,
07,Surface report sequences (land),307071,(Monthly values of a land station),Occurrence of extreme precipitation,7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4001,Year,Beginning of the reference period,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4001,Year,Ending of the reference period,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4002,Month,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4003,Day,= 1,(see Note 3),59,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4004,Hour,= 0,(see Note 3),59,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4074,Short time period or displacement,= UTC - LT,(see Note 3),59,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),,4022,Time period or displacement,= 1,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",8023,First-order statistics,= 4 Mean value,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",10004,Pressure,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",10051,Pressure reduced to mean sea level,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",7004,Pressure,Standard level,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",10009,Geopotential height,Standard level,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",7032,Height of sensor above local ground (or deck of marine platform),,(see Note 4),25,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",2051,Indicator to specify observing method for extreme temperatures,= 2,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",4051,Principal time of daily reading of maximum temperature,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",12118,"Maximum temperature at height specified, past 24 hours",,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",4052,Principal time of daily reading of minimum temperature,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",12119,"Minimum temperature at height specified, past 24 hours",,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",13004,Vapour pressure,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",12151,Standard deviation of daily mean temperature,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),"Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation",7032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normal of sunshine duration,14032,Total sunshine,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normal of sunshine duration,8023,First-order statistics,Set to missing,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4001,Year,Beginning of the reference period,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4001,Year,Ending of the reference period,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4002,Month,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4003,Day,= 1,(see Note 5),27,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4004,Hour,= 6,(see Note 5),27,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4022,Time period or displacement,= 1,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,7032,Height of sensor above local ground (or deck of marine platform),,(see Note 4),25,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,8023,First-order statistics,= 4 Mean value,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,13060,Total accumulated precipitation,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,4053,Number of days with precipitation equal to or more than 1 mm,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,8023,First-order statistics,Set to missing,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,102008,Replicate 2 descriptors 8 times,,,,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,8050,Qualifier for number of missing values in calculation of statistic,"= 1 Pressure, = 2 Temperature, = 3 Extreme temperature, = 4 Vapour pressure, = 5 Precipitation, = 6 Sunshine duration, = 7 Maximum temperature, = 8 Minimum temperature",(see Note 6),51,Operational,,
07,Surface report sequences (land),307072,(Monthly normals for a land station),Normals of precipitation,8020,Total number of missing entities (with respect to accumulation or average),Years,(see Note 6),51,Operational,,
07,Surface report sequences (land),307073,(Representation of CLIMAT data of the actual month and for monthly normals),,307071,Monthly values of a land station,,,,Operational,,
07,Surface report sequences (land),307073,(Representation of CLIMAT data of the actual month and for monthly normals),,307072,Monthly normals for a land station,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,301001,WMO block and station numbers,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4001,Year,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4002,Month,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,301021,Latitude/longitude (high accuracy),,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,7030,Height of station ground above mean sea level,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,112000,Delayed replication of 12 descriptors,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,31001,Delayed descriptor replication factor,Set to the number of days in the particular month for which data are being reported,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4003,Day,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4004,Hour,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4024,Time period or displacement,Typically set to -24 to denote the time period beginning 24 hours prior to and ending at the specified time,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,102003,Replicate 2 descriptors 3 times,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,8023,First-order statistics,"= 2 Daily maximum temperature, = 3 Daily minimum temperature, = 4 Daily mean temperature",,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,8023,First-order statistics,Set to missing (cancel),,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4004,Hour,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,4024,Time period or displacement,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,13060,Total accumulated precipitation,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,13012,Depth of fresh snow,,,,Operational,,
07,Surface report sequences (land),307074,(Supplemental daily temperature and precipitation values for monthly climate report),,13013,Total snow depth,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,301150,WIGOS identifier,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,301001,WMO block and station number,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,301021,Latitude/longitude (high accuracy),,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,7030,Height of station ground above mean sea level,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,8095,Siting and measurement quality classification for temperature,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,8096,Siting and measurement quality classification for precipitation,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,8094,Method used to calculate the average daily temperature,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),,301011,"Year, month, day",,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total accumulated precipitation,4023,Time period or displacement,"= 0 when beginning time of the period is on the same day as reference date, = -1 when beginning time of the period is on the day before reference date",,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total accumulated precipitation,301013,"Hour, minute, second",Beginning time of the period,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total accumulated precipitation,204008,Add associated field,8 bits long,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total accumulated precipitation,31021,Associated field significance,Set as 5 for 8-bit indicator of quality control,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total accumulated precipitation,13060,Total accumulated precipitation,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total accumulated precipitation,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Depth of fresh snow,4023,Time period or displacement,"= 0 when beginning time of the period is on the same day as reference date, = -1 when beginning time of the period is on the day before reference date",,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Depth of fresh snow,301013,"Hour, minute, second",Beginning time of the period,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Depth of fresh snow,204008,Add associated field,8 bits long,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Depth of fresh snow,31021,Associated field significance,Set as 5 for 8-bit indicator of quality control,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Depth of fresh snow,13012,Depth of fresh snow,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Depth of fresh snow,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total snow depth,4023,Time period or displacement,"= 0 when beginning time of the period is on the same day as reference date, = -1 when beginning time of the period is on the day before reference date",,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total snow depth,301013,"Hour, minute, second",Beginning time of the period,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total snow depth,204008,Add associated field,8 bits long,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total snow depth,31021,Associated field significance,Set as 5 for 8-bit indicator of quality control,,,Operational,,
