"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ElementDescription_en","Note_en","Status"
1163.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Present and past weather data","B20004","Past weather (1)",,,"Operational"
1164.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Present and past weather data","B20005","Past weather (2)",,,"Operational"
1165.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Intensity of precipitation, size of precipitation element","R01000","Delayed replication of 1 descriptor",,,"Operational"
1166.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Intensity of precipitation, size of precipitation element","D02175","Intensity of precipitation, size of precipitation element",,,"Operational"
1167.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation, obscuration and other phenomena","R02000","Delayed replication of 2 descriptors",,,"Operational"
1168.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation, obscuration and other phenomena","B04025","Time period or displacement","= -10 minutes",,"Operational"
1169.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation, obscuration and other phenomena","D02076","Precipitation, obscuration and other phenomena",,,"Operational"
1170.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Lightning data","R02000","Delayed replication of 2 descriptors",,,"Operational"
1171.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Lightning data","B04025","Time period or displacement","= -10 minutes",,"Operational"
1172.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Lightning data","B13059","Number of flashes (thunderstorm)",,,"Operational"
1173.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B07032","Height of sensor above local ground (or deck of marine platform)",,,"Operational"
1174.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B07033","Height of sensor above water surface",,,"Operational"
1175.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B08021","Time significance","= 2 Time averaged",,"Operational"
1176.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B04025","Time period or displacement","= -10 minutes, or number of minutes after a significant change of wind",,"Operational"
1177.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B11001","Wind direction",,,"Operational"
1178.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B11002","Wind speed",,,"Operational"
1179.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B08021","Time significance","Set to missing",,"Operational"
1180.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","R03003","Replicate 3 descriptors 3 times",,,"Operational"
1181.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B04025","Time period or displacement","= -10 minutes in the first replication, = -60 minutes in the second replication, = -60x3 or 60x6 minutes in the third replication",,"Operational"
1182.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B11043","Maximum wind gust direction",,,"Operational"
1183.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B11041","Maximum wind gust speed",,,"Operational"
1184.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B04025","Time period or displacement","= -10 minutes",,"Operational"
1185.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B11016","Extreme counterclockwise wind direction of a variable wind",,,"Operational"
1186.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Wind data","B11017","Extreme clockwise wind direction of a variable wind",,,"Operational"
1187.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Extreme temperature data","D02077","Extreme temperature data",,,"Operational"
1188.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Extreme temperature data","B07033","Height of sensor above water surface","Set to missing (cancel)",,"Operational"
1189.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Extreme temperature data","D02041","Extreme temperature data",,,"Operational"
1190.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","R06000","Delayed replication of 6 descriptors",,,"Operational"
1191.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","B07032","Height of sensor above local ground (or deck of marine platform)",,,"Operational"
1192.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","B02175","Method of precipitation measurement",,,"Operational"
1193.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","B02178","Method of liquid content measurement of precipitation",,,"Operational"
1194.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","R02005","Replicate 2 descriptors 5 times",,,"Operational"
1195.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","B04024","Time period or displacement","= -1 hour in the first replication, = -3, -6, -12 and -24 hours in the other replications",,"Operational"
1196.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","B13011","Total precipitation/total water equivalent",,,"Operational"
1197.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Precipitation measurement","B07032","Height of sensor above local ground (or deck of marine platform)","Set to missing (cancel)",,"Operational"
1198.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Evaporation data","R03000","Delayed replication of 3 descriptors",,,"Operational"
1199.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Evaporation data","B02185","Method of evaporation measurement",,,"Operational"
1200.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Evaporation data","R01002","Replicate 1 descriptor 2 times",,,"Operational"
1201.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Evaporation data","D02044","Evaporation data",,,"Operational"
1202.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Total sunshine data","R02000","Delayed replication of 2 descriptors",,,"Operational"
1203.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Total sunshine data","R01002","Replicate 1 descriptor 2 times",,,"Operational"
1204.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Total sunshine data","D02039","Sunshine data (from 1 hour and 24-hour period)",,,"Operational"
1205.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Radiation data","R02000","Delayed replication of 2 descriptors",,,"Operational"
1206.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Radiation data","R01002","Replicate 1 descriptor 2 times",,,"Operational"
1207.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Radiation data","D02045","Radiation data (from 1 hour and 24-hour period)",,,"Operational"
1208.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Temperature change group 54g0sndT","R01000","Delayed replication of 1 descriptor",,,"Operational"
1209.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","Temperature change group 54g0sndT","D02046","Temperature change",,,"Operational"
1210.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","First-order statistics of P, W, T, U data","R01000","Delayed replication of 1 descriptor",,,"Operational"
1211.00,"02","Meteorological sequences common to surface data","D02085","(""Period"" data of sequence D 07 096)","First-order statistics of P, W, T, U data","D02083","First-order statistics of P, W, T, U data",,,"Operational"
1212.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20101","Locust (acridian) name","Ln",,"Operational"
1213.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20102","Locust (maturity) colour","Lc",,"Operational"
1214.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20103","Stage of development of locusts","Ld",,"Operational"
1215.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20104","Organization state of swarm or band of locusts","Lg",,"Operational"
1216.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20105","Size of swarm or band of locusts and duration of passage of swarm","sL",,"Operational"
1217.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20106","Locust population density","dL",,"Operational"
1218.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20107","Direction of movements of locust swarm","DL",,"Operational"
1219.00,"02","Meteorological sequences common to surface data","D02089","(Locust information)",,"B20108","Extent of vegetation","ve",,"Operational"
1220.00,"02","Meteorological sequences common to surface data","D02090","(Sea/water temperature high precision)",,"B02038","Method of water temperature and/or salinity measurement",,,"Operational"
1221.00,"02","Meteorological sequences common to surface data","D02090","(Sea/water temperature high precision)",,"B07063","Depth below sea/water surface (cm)","Sea-surface temperature measurement",,"Operational"
1222.00,"02","Meteorological sequences common to surface data","D02090","(Sea/water temperature high precision)",,"B22045","Sea/water temperature",,,"Operational"
1223.00,"02","Meteorological sequences common to surface data","D02091","(Sequence for representation of ancillary meteorological observations)",,"B20001","Horizontal visibility",,,"Operational"
1224.00,"02","Meteorological sequences common to surface data","D02091","(Sequence for representation of ancillary meteorological observations)",,"B04024","Time period or displacement",,,"Operational"
1225.00,"02","Meteorological sequences common to surface data","D02091","(Sequence for representation of ancillary meteorological observations)",,"B13011","Total precipitation/total water equivalent",,,"Operational"
1226.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B11104","True heading of aircraft, ship or other mobile platform","Ship’s true heading",,"Operational"
1227.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B01012","Direction of motion of moving observing platform","Ship’s course over ground",,"Operational"
1228.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B01013","Speed of motion of moving observing platform","Ship’s speed over ground",,"Operational"
1229.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B10038","Maximum height of deck cargo above summer load line",,,"Operational"
1230.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B10039","Departure of reference level (summer maximum load line) from actual sea level",,,"Operational"
1231.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B11007","Relative wind direction (in degrees off bow)",,,"Operational"
1232.00,"02","Meteorological sequences common to surface data","D02092","(VOSClim data elements)",,"B11008","Relative wind speed",,,"Operational"
1256.00,"02","Meteorological sequences common to surface data","D02175","(Intensity of precipitation, size of precipitation element)",,"B08021","Time significance",,,"Operational"
1257.00,"02","Meteorological sequences common to surface data","D02175","(Intensity of precipitation, size of precipitation element)",,"B04025","Time period or displacement",,,"Operational"
1258.00,"02","Meteorological sequences common to surface data","D02175","(Intensity of precipitation, size of precipitation element)",,"B13155","Intensity of precipitation (high accuracy)",,,"Operational"
1259.00,"02","Meteorological sequences common to surface data","D02175","(Intensity of precipitation, size of precipitation element)",,"B13058","Size of precipitating element",,,"Operational"
1260.00,"02","Meteorological sequences common to surface data","D02175","(Intensity of precipitation, size of precipitation element)",,"B08021","Time significance",,,"Operational"
1261.00,"03","Meteorological sequences common to vertical soundings data","D03001",,,"B07003","Geopotential",,,"Operational"
1262.00,"03","Meteorological sequences common to vertical soundings data","D03001",,,"B11001","Wind direction",,,"Operational"
1263.00,"03","Meteorological sequences common to vertical soundings data","D03001",,,"B11002","Wind speed",,,"Operational"
1264.00,"03","Meteorological sequences common to vertical soundings data","D03002","(Wind at pressure level)",,"B07004","Pressure",,,"Operational"
1265.00,"03","Meteorological sequences common to vertical soundings data","D03002","(Wind at pressure level)",,"B11001","Wind direction",,,"Operational"
1266.00,"03","Meteorological sequences common to vertical soundings data","D03002","(Wind at pressure level)",,"B11002","Wind speed",,,"Operational"
1267.00,"03","Meteorological sequences common to vertical soundings data","D03003",,,"B07004","Pressure",,,"Operational"
1268.00,"03","Meteorological sequences common to vertical soundings data","D03003",,,"B10003","Geopotential",,,"Operational"
1269.00,"03","Meteorological sequences common to vertical soundings data","D03003",,,"B12001","Temperature/air temperature",,,"Operational"
1270.00,"03","Meteorological sequences common to vertical soundings data","D03003",,,"B12003","Dewpoint temperature",,,"Operational"
1271.00,"03","Meteorological sequences common to vertical soundings data","D03004",,,"B07004","Pressure",,,"Operational"
1272.00,"03","Meteorological sequences common to vertical soundings data","D03004",,,"B10003","Geopotential",,,"Operational"
1273.00,"03","Meteorological sequences common to vertical soundings data","D03004",,,"B12001","Temperature/air temperature",,,"Operational"
1274.00,"03","Meteorological sequences common to vertical soundings data","D03004",,,"B12003","Dewpoint temperature",,,"Operational"
1275.00,"03","Meteorological sequences common to vertical soundings data","D03004",,,"B11001","Wind direction",,,"Operational"
1276.00,"03","Meteorological sequences common to vertical soundings data","D03004",,,"B11002","Wind speed",,,"Operational"
1277.00,"03","Meteorological sequences common to vertical soundings data","D03011","(Wind at height)",,"B07003","Geopotential",,,"Operational"
1278.00,"03","Meteorological sequences common to vertical soundings data","D03011","(Wind at height)",,"B08001","Vertical sounding significance",,,"Operational"
1279.00,"03","Meteorological sequences common to vertical soundings data","D03011","(Wind at height)",,"B11001","Wind direction",,,"Operational"
1280.00,"03","Meteorological sequences common to vertical soundings data","D03011","(Wind at height)",,"B11002","Wind speed",,,"Operational"
1281.00,"03","Meteorological sequences common to vertical soundings data","D03012","(Wind at pressure level)",,"B07004","Pressure",,,"Operational"
1282.00,"03","Meteorological sequences common to vertical soundings data","D03012","(Wind at pressure level)",,"B08001","Vertical sounding significance",,,"Operational"
1283.00,"03","Meteorological sequences common to vertical soundings data","D03012","(Wind at pressure level)",,"B11001","Wind direction",,,"Operational"
1284.00,"03","Meteorological sequences common to vertical soundings data","D03012","(Wind at pressure level)",,"B11002","Wind speed",,,"Operational"
1285.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B07004","Pressure",,,"Operational"
1286.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B08001","Vertical sounding significance",,,"Operational"
1287.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B10003","Geopotential",,,"Operational"
1288.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B12001","Temperature/air temperature",,,"Operational"
1289.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B13003","Relative humidity",,,"Operational"
1290.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B11001","Wind direction",,,"Operational"
1291.00,"03","Meteorological sequences common to vertical soundings data","D03013","(Geopotential, temperature, humidity, wind at pressure level)",,"B11002","Wind speed",,,"Operational"
1292.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B07004","Pressure",,,"Operational"
1293.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B08001","Vertical sounding significance",,,"Operational"
1294.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B10003","Geopotential",,,"Operational"
1295.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B12001","Temperature/air temperature",,,"Operational"
1296.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B12003","Dewpoint temperature",,,"Operational"
1297.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B11001","Wind direction",,,"Operational"
1298.00,"03","Meteorological sequences common to vertical soundings data","D03014","(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,"B11002","Wind speed",,,"Operational"
1335.00,"03","Meteorological sequences common to vertical soundings data","D03031","(Significance data, land/sea, skin temperature)",,"B07004","Pressure",,,"Operational"
1336.00,"03","Meteorological sequences common to vertical soundings data","D03031","(Significance data, land/sea, skin temperature)",,"B08003","Vertical significance (satellite observations)","Base of sounding",,"Operational"
1337.00,"03","Meteorological sequences common to vertical soundings data","D03031","(Significance data, land/sea, skin temperature)",,"B07021","Elevation","Local zenith",,"Operational"
1338.00,"03","Meteorological sequences common to vertical soundings data","D03031","(Significance data, land/sea, skin temperature)",,"B07022","Solar elevation","Solar zenith",,"Operational"
1339.00,"03","Meteorological sequences common to vertical soundings data","D03031","(Significance data, land/sea, skin temperature)",,"B08012","Land/sea qualifier",,,"Operational"
1340.00,"03","Meteorological sequences common to vertical soundings data","D03031","(Significance data, land/sea, skin temperature)",,"B12061","Skin temperature",,,"Operational"
1341.00,"03","Meteorological sequences common to vertical soundings data","D03032","(Cloud)",,"B20011","Cloud amount",,,"Operational"
1342.00,"03","Meteorological sequences common to vertical soundings data","D03032","(Cloud)",,"B20016","Pressure at top of cloud",,,"Operational"
1343.00,"03","Meteorological sequences common to vertical soundings data","D03033","(Cloud)",,"B20010","Cloud cover (total)",,,"Operational"
1344.00,"03","Meteorological sequences common to vertical soundings data","D03033","(Cloud)",,"B20016","Pressure at top of cloud",,,"Operational"
1364.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B02152","Satellite instrument used in data processing",,,"Operational"
1365.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B02023","Satellite-derived wind computation method",,,"Operational"
1366.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B07004","Pressure",,,"Operational"
1367.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B11001","Wind direction",,,"Operational"
1368.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B11002","Wind speed",,,"Operational"
1369.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B02153","Satellite channel centre frequency",,,"Operational"
1370.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B02154","Satellite channel band width",,,"Operational"
1371.00,"03","Meteorological sequences common to vertical soundings data","D03041","(Wind sequence)",,"B12071","Coldest cluster temperature",,,"Operational"
1372.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B04086","Long time period or displacement","Since launch time",,"Operational"
1373.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B08042","Extended vertical sounding significance",,,"Operational"
1374.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B07004","Pressure",,,"Operational"
1375.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B05015","Latitude displacement (high accuracy)","Since launch site",,"Operational"
1376.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B06015","Longitude displacement (high accuracy)","Since launch site",,"Operational"
1377.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B11001","Wind direction",,,"Operational"
1378.00,"03","Meteorological sequences common to vertical soundings data","D03050","(Wind data at a pressure level with radiosonde position)",,"B11002","Wind speed",,,"Operational"
1379.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B04086","Long time period or displacement","Since launch time",,"Operational"
1380.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B08042","Extended vertical sounding significance",,,"Operational"
1381.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B07004","Pressure",,,"Operational"
1382.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B05015","Latitude displacement (high accuracy)","Since launch site",,"Operational"
1383.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B06015","Longitude displacement (high accuracy)","Since launch site",,"Operational"
1384.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B11061","Absolute wind shear in 1 km layer below",,,"Operational"
1385.00,"03","Meteorological sequences common to vertical soundings data","D03051","(Wind shear data at a pressure level with radiosonde position)",,"B11062","Absolute wind shear in 1 km layer above",,,"Operational"
1386.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B04086","Long time period or displacement","Since launch time",,"Operational"
1387.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B08042","Extended vertical sounding significance",,,"Operational"
1388.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B07009","Geopotential height",,,"Operational"
1389.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B05015","Latitude displacement (high accuracy)","Since launch site",,"Operational"
1390.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B06015","Longitude displacement (high accuracy)","Since launch site",,"Operational"
1391.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B11001","Wind direction",,,"Operational"
1392.00,"03","Meteorological sequences common to vertical soundings data","D03052","(Wind data at a height level with radiosonde position)",,"B11002","Wind speed",,,"Operational"
1393.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B04086","Long time period or displacement","Since launch time",,"Operational"
1394.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B08042","Extended vertical sounding significance",,,"Operational"
1395.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B07009","Geopotential height",,,"Operational"
1396.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B05015","Latitude displacement (high accuracy)","Since launch site",,"Operational"
1397.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B06015","Longitude displacement (high accuracy)","Since launch site",,"Operational"
1398.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B11061","Absolute wind shear in 1 km layer below",,,"Operational"
1399.00,"03","Meteorological sequences common to vertical soundings data","D03053","(Wind shear data at a height level with radiosonde position)",,"B11062","Absolute wind shear in 1 km layer above",,,"Operational"
1400.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B04086","Long time period or displacement","Since launch time",,"Operational"
1401.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B08042","Extended vertical sounding significance",,,"Operational"
1402.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B07004","Pressure",,,"Operational"
1403.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B10009","Geopotential height",,,"Operational"
1404.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B05015","Latitude displacement (high accuracy)","Since launch site",,"Operational"
1405.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B06015","Longitude displacement (high accuracy)","Since launch site",,"Operational"
1406.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B12101","Temperature/air temperature","Scale: 2",,"Operational"
1407.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B12103","Dewpoint temperature","Scale: 2",,"Operational"
1408.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B11001","Wind direction",,,"Operational"
1409.00,"03","Meteorological sequences common to vertical soundings data","D03054","(Temperature, dewpoint and wind data at a pressure level with radiosonde position)",,"B11002","Wind speed",,,"Operational"
1410.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B04086","Long time period or displacement","Since launch time",,"Operational"
1411.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B08042","Extended vertical sounding significance",,,"Operational"
1412.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B07009","Geopotential height",,,"Operational"
1413.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B05015","Latitude displacement (high accuracy)","Since launch site",,"Operational"
1414.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B06015","Longitude displacement (high accuracy)","Since launch site",,"Operational"
1415.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B12101","Temperature/air temperature","Scale: 2",,"Operational"
1416.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B13009","Relative humidity",,,"Operational"
1417.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B12103","Dewpoint temperature","Scale: 2",,"Operational"
1418.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B11001","Wind direction",,,"Operational"
1419.00,"03","Meteorological sequences common to vertical soundings data","D03055","(Temperature, dewpoint, relative humidity and wind data at a height level with radiosonde position)",,"B11002","Wind speed",,,"Operational"
1420.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03005","Horizontal width of screen or shield (x)",,,"Operational"
1421.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03006","Horizontal depth of screen or shield (y)",,,"Operational"
1422.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03007","Vertical height of screen or shield (z)",,,"Operational"
1423.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B02096","Type of temperature sensor",,,"Operational"
1424.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03022","Instrument owner",,,"Operational"
1425.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03003","Thermometer/hygrometer housing",,,"Operational"
1426.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03020","Material for thermometer/hygrometer housing",,,"Operational"
1427.00,"03","Meteorological sequences common to vertical soundings data","D03099","(Metadata common to temperature/humidity sensors)",,"B03004","Type of screen/shelter/radiation shield",,,"Operational"
