Id,Category,CategoryOfSequences_es,FXY1,Title_es,,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/02/050/10/002115,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
bufr4/3/02/050/11/010004,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,010004,Presión,,,,Operational
bufr4/3/02/050/12/002115,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
bufr4/3/02/050/13/013003,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,013003,Humedad relativa,,,,Operational
bufr4/3/02/050/14/202000,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,202000,Cambio de escala,Anular,,,Operational
bufr4/3/02/050/15/201000,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,201000,Cambio de anchura de datos,Anular,,,Operational
bufr4/3/02/050/16/002115,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
bufr4/3/02/050/17/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,011001,Dirección del viento,,,,Operational
bufr4/3/02/050/18/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,011002,Velocidad del viento,,,,Operational
bufr4/3/02/050/19/002115,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
bufr4/3/02/050/20/102002,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,102002,Repetir 2 descriptores 2 veces,,,,Operational
bufr4/3/02/050/21/012101,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,012101,Temperatura/temperatura del aire,,,,Operational
bufr4/3/02/050/22/004024,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,004024,Período o desplazamiento de tiempo,Horas,,,Operational
bufr4/3/02/050/23/002115,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
bufr4/3/02/050/24/012103,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,012103,Temperatura del punto de rocío,,,,Operational
bufr4/3/02/050/25/012102,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,012102,Temperatura de bulbo húmedo,,,,Operational
bufr4/3/02/050/26/101003,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,101003,Repetir 1 descriptor 3 veces,,,,Operational
bufr4/3/02/050/27/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020012,Tipo de nubes,,,,Operational
bufr4/3/02/050/28/020011,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020011,Nubosidad,,,,Operational
bufr4/3/02/050/29/020013,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020013,Altura de la base de las nubes,,,,Operational
bufr4/3/02/050/30/101002,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,101002,Repetir 1 descriptor 2 veces,,,,Operational
bufr4/3/02/050/31/020003,02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020003,Tiempo presente,,,,Operational
bufr4/3/02/051/1/010004,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,010004,Presión,,,,Operational
bufr4/3/02/051/2/010051,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,010051,Presión reducida al nivel medio del mar,,,,Operational
bufr4/3/02/051/3/007004,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,007004,Presión,Posición vertical,,,Operational
bufr4/3/02/051/4/010003,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,010003,Geopotencial,,,,Operational
bufr4/3/02/051/5/012004,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012004,Temperatura del aire a 2 m,,,,Operational
bufr4/3/02/051/6/012051,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012051,Desviación típica de la temperatura,,,,Operational
bufr4/3/02/051/7/012016,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012016,"Temperatura máxima a 2 m, en el curso de las 24 horas anteriores",,,,Operational
bufr4/3/02/051/8/012017,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012017,"Temperatura mínima a 2 m, en el curso de las 24 horas anteriores",,,,Operational
bufr4/3/02/051/9/013004,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,013004,Presión del vapor,,,,Operational
bufr4/3/02/051/10/102004,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,102004,Repetir 2 descriptores 4 veces,,,,Operational
bufr4/3/02/051/11/008051,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,008051,Calificador del número de valores faltantes en el cálculo de estadísticas,,,,Operational
bufr4/3/02/051/12/008020,02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,008020,Número total de valores faltantes (con relación a la acumulación o el promedio),,,,Operational
bufr4/3/02/052/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición de la temperatura y la humedad,,,Operational
bufr4/3/02/052/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,007033,Altura del sensor sobre la superficie del agua,Medición de la temperatura,,,Operational
bufr4/3/02/052/3/012101,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,012101,Temperatura/temperatura del aire,Escala: 2,,,Operational
bufr4/3/02/052/4/002039,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,002039,Método de medición de la temperatura con termómetro de bulbo húmedo,,,,Operational
bufr4/3/02/052/5/012102,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,012102,Temperatura de bulbo húmedo,Escala: 2,,,Operational
bufr4/3/02/052/6/012103,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,012103,Temperatura del punto de rocío,Escala: 2,,,Operational
bufr4/3/02/052/7/013003,02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,013003,Humedad relativa,,,,Operational
bufr4/3/02/053/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302053,(Datos de visibilidad desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición de la visibilidad,,,Operational
bufr4/3/02/053/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302053,(Datos de visibilidad desde buques),,007033,Altura del sensor sobre la superficie del agua,Medición de la visibilidad,,,Operational
bufr4/3/02/053/3/020001,02,Secuencias meteorológicas comunes a los datos de superficie,302053,(Datos de visibilidad desde buques),,020001,Visibilidad horizontal,,,,Operational
bufr4/3/02/054/1/302052,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302052,Datos de temperatura y humedad desde buques,,,,Operational
bufr4/3/02/054/2/302053,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302053,Datos de visibilidad desde buques,,,,Operational
bufr4/3/02/054/3/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,007033,Altura del sensor sobre la superficie del agua,Fijar en faltante (anular),,,Operational
bufr4/3/02/054/4/302034,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302034,Precipitación en las 24 horas anteriores,,,,Operational
bufr4/3/02/054/5/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
bufr4/3/02/054/6/302004,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302004,Información general sobre nubes,,,,Operational
bufr4/3/02/054/7/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/054/8/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/054/9/302005,02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302005,Capa de nubes,,,,Operational
bufr4/3/02/055/1/020031,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020031,Depósito de hielo (espesor),,,,Operational
bufr4/3/02/055/2/020032,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020032,Velocidad de acumulación del hielo (estimada),,,,Operational
bufr4/3/02/055/3/020033,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020033,Causa de la acumulación de hielo,,,,Operational
bufr4/3/02/055/4/020034,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020034,Concentración de hielo marino,,,,Operational
bufr4/3/02/055/5/020035,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020035,Cantidad y tipo de hielo,,,,Operational
bufr4/3/02/055/6/020036,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020036,Situación del hielo,,,,Operational
bufr4/3/02/055/7/020037,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020037,Desarrollo del hielo,,,,Operational
bufr4/3/02/055/8/020038,02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020038,Rumbo del borde del hielo,,,,Operational
bufr4/3/02/056/1/002038,02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,002038,Método de medición de la temperatura del agua y/o de la salinidad,,,,Operational
bufr4/3/02/056/2/007063,02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,007063,Profundidad por debajo de la superficie del mar/ agua (cm),Medición de la temperatura de la superficie del mar,,,Operational
bufr4/3/02/056/3/022043,02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,022043,Temperatura del mar/agua,,,,Operational
bufr4/3/02/056/4/007063,02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,007063,Profundidad por debajo de la superficie del mar/agua (cm),Fijar en faltante (anular),,,Operational
bufr4/3/02/057/1/302056,02,Secuencias meteorológicas comunes a los datos de superficie,302057,(Datos marinos desde buques),,302056,Temperatura del mar/agua,"Temperatura de la superficie del mar, método de medición y profundidad bajo la superficie del mar",,,Operational
bufr4/3/02/057/2/302021,02,Secuencias meteorológicas comunes a los datos de superficie,302057,(Datos marinos desde buques),,302021,Olas,,,,Operational
bufr4/3/02/057/3/302024,02,Secuencias meteorológicas comunes a los datos de superficie,302057,(Datos marinos desde buques),,302024,Olas de viento y de mar de fondo,,,,Operational
bufr4/3/02/058/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición de la temperatura,,,Operational
bufr4/3/02/058/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,007033,Altura del sensor sobre la superficie del agua (para la medición de la temperatura),Medición de la temperatura,,,Operational
bufr4/3/02/058/3/004024,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,004024,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/058/4/004024,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,004024,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/058/5/012111,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,012111,Temperatura máxima en altura y en un período especificado,Escala: 2,,,Operational
bufr4/3/02/058/6/004024,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,004024,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/058/7/004024,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,004024,Período o desplazamiento de tiempo (véanse las notas 1 y 2),,,,Operational
bufr4/3/02/058/8/012112,02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,012112,Temperatura mínima en altura y en un período especificado,Escala: 2,,,Operational
bufr4/3/02/059/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición del viento,,,Operational
bufr4/3/02/059/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,007033,Altura del sensor sobre la superficie del agua,Medición del viento,,,Operational
bufr4/3/02/059/3/002002,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,002002,Tipo de instrumentos para la medición del viento,,,,Operational
bufr4/3/02/059/4/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,008021,Significación temporal,= 2 promediado en el tiempo,,,Operational
bufr4/3/02/059/5/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,004025,Período o desplazamiento de tiempo,"= -10 minutos, o número de minutos tras un cambio significativo del viento",,,Operational
bufr4/3/02/059/6/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011001,Dirección del viento,,,,Operational
bufr4/3/02/059/7/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011002,Velocidad del viento,,,,Operational
bufr4/3/02/059/8/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,008021,Significación temporal,Valor faltante,,,Operational
bufr4/3/02/059/9/103002,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,103002,Repetir 3 descriptores 2 veces,,,,Operational
bufr4/3/02/059/10/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,004025,Período o desplazamiento de tiempo,Minutos,,,Operational
bufr4/3/02/059/11/011043,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011043,Dirección de las ráfagas máximas de viento,,,,Operational
bufr4/3/02/059/12/011041,02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011041,Velocidad de las ráfagas máximas de viento,,,,Operational
bufr4/3/02/060/1/302038,02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302038,Tiempo presente y pasado,,,,Operational
bufr4/3/02/060/2/302040,02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302040,Medición de la precipitación,,,,Operational
bufr4/3/02/060/3/302058,02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302058,Datos de temperaturas extremas desde buques,,,,Operational
bufr4/3/02/060/4/302059,02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302059,Datos del viento desde buques,,,,Operational
bufr4/3/02/062/1/025188,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,025188,Método para reducir la presión al nivel del mar,,,,Operational
bufr4/3/02/062/2/302001,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302001,Presión y cambio de presión en 3 horas,,,,Operational
bufr4/3/02/062/3/302093,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302093,Datos ampliados de temperatura y humedad desde buques,,,,Operational
bufr4/3/02/062/4/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/5/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/062/6/302053,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302053,Datos de visibilidad desde buques,,,,Operational
bufr4/3/02/062/7/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
bufr4/3/02/062/8/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,007033,Altura del sensor sobre la superficie del agua,Fijar en faltante (anular),,,Operational
bufr4/3/02/062/9/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/10/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/062/11/302004,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302004,Información general sobre nubes,,,,Operational
bufr4/3/02/062/12/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/13/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/062/14/302005,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302005,Capa de nubes,,,,Operational
bufr4/3/02/062/15/008002,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,008002,Significación vertical (observaciones en superficie),Fijar en faltante (anular),,,Operational
bufr4/3/02/062/16/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/17/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/062/18/302055,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302055,Engelamiento y hielo,,,,Operational
bufr4/3/02/062/19/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/20/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/062/21/302056,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302056,Temperatura del mar/agua,,,,Operational
bufr4/3/02/062/22/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/23/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/062/24/302021,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302021,Olas,,,,Operational
bufr4/3/02/062/25/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/062/26/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/062/27/302024,02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302024,Olas de viento y de mar de fondo,,,,Operational
bufr4/3/02/063/1/302038,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302038,Tiempo presente y pasado,,,,Operational
bufr4/3/02/063/2/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/063/3/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/063/4/302040,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302040,Medición de la precipitación,,,,Operational
bufr4/3/02/063/5/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/063/6/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/063/7/302034,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302034,Precipitación en las 24 horas anteriores,,,,Operational
bufr4/3/02/063/8/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
bufr4/3/02/063/9/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/063/10/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/063/11/302058,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302058,Datos de temperaturas extremas desde buques,,,,Operational
bufr4/3/02/063/12/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/063/13/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/063/14/302064,02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302064,Datos del viento desde buques u otras plataformas marinas,,,,Operational
bufr4/3/02/064/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,007032,Altura del sensor sobre el suelo local (o cubierta de la plataforma marina),,,,Operational
bufr4/3/02/064/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
bufr4/3/02/064/3/002002,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,002002,Tipo de instrumentos para la medición del viento,,,,Operational
bufr4/3/02/064/4/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,008021,Significación temporal,= 2 promediada en el tiempo,,,Operational
bufr4/3/02/064/5/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,004025,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/064/6/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011001,Dirección del viento,,,,Operational
bufr4/3/02/064/7/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011002,Velocidad del viento,,,,Operational
bufr4/3/02/064/8/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,008021,Significación temporal,Fijar en faltante (cancelar),,,Operational
bufr4/3/02/064/9/103000,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,103000,Repetición diferida de 3 descriptores,,,,Operational
bufr4/3/02/064/10/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/064/11/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,004025,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/064/12/011043,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011043,Dirección de las ráfagas máximas de viento,,,,Operational
bufr4/3/02/064/13/011041,02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011041,Velocidad de las ráfagas máximas de viento,,,,Operational
bufr4/3/02/066/1/020023,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020023,Otros fenómenos meteorológicos,,,,Operational
bufr4/3/02/066/2/020024,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020024,Intensidad de los fenómenos,,,,Operational
bufr4/3/02/066/3/020027,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
bufr4/3/02/066/4/020054,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,,,,Operational
bufr4/3/02/066/5/020023,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020023,Otros fenómenos meteorológicos,,,,Operational
bufr4/3/02/066/6/020027,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
bufr4/3/02/066/7/020054,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,,,,Operational
bufr4/3/02/066/8/020025,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020025,Oscurecimiento,,,,Operational
bufr4/3/02/066/9/020026,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020026,Naturaleza del oscurecimiento,,,,Operational
bufr4/3/02/066/10/020027,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
bufr4/3/02/066/11/020040,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020040,Evolución de la ventisca de nieve,,,,Operational
