Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status
bufr4/0/33/039/2,033039,أعلام الجودة لبيانات الانكسار الراديوي,2,منتج غير متصل بالإنترنت,,,,,Operational
bufr4/0/33/039/3,033039,أعلام الجودة لبيانات الانكسار الراديوي,3,علم الاحتجاب الصاعد,,,,,Operational
bufr4/0/33/039/4,033039,أعلام الجودة لبيانات الانكسار الراديوي,4,معالجة الطور الزائد غير الاسمية,,,,,Operational
bufr4/0/33/039/5,033039,أعلام الجودة لبيانات الانكسار الراديوي,5,معالجة زاوية الانحناء غير الاسمية,,,,,Operational
bufr4/0/33/039/6,033039,أعلام الجودة لبيانات الانكسار الراديوي,6,معالجة الانكسارية غير الاسمية,,,,,Operational
bufr4/0/33/039/7,033039,أعلام الجودة لبيانات الانكسار الراديوي,7,المعالجة الأرصادية غير الاسمية,,,,,Operational
bufr4/0/33/039/8,033039,أعلام الجودة لبيانات الانكسار الراديوي,8,بيانات الحلقة المفتوحة مشمولة,,,,,Operational
bufr4/0/33/039/9,033039,أعلام الجودة لبيانات الانكسار الراديوي,9,تم الكشف عن انعكاسات السطح,,,,,Operational
bufr4/0/33/039/10,033039,أعلام الجودة لبيانات الانكسار الراديوي,10,إشارات L2C GNSS المستخدمة,,,,,Operational
bufr4/0/33/039/11-13,033039,أعلام الجودة لبيانات الانكسار الراديوي,11-13,محجوز,,,,,Operational
bufr4/0/33/039/14,033039,أعلام الجودة لبيانات الانكسار الراديوي,14,الملف الخلفي غير اسمي,,,,,Operational
bufr4/0/33/039/15,033039,أعلام الجودة لبيانات الانكسار الراديوي,15,الملف الخلفي غير اسمي,,,,,Operational
bufr4/0/33/039/All-16,033039,أعلام الجودة لبيانات الانكسار الراديوي,All 16,القيمة المفقودة,,,,,Operational
bufr4/0/33/041/0,033041,سمة القيمة التالية,0,القيمة التالية هي القيمة الحقيقية,,,,,Operational
bufr4/0/33/041/1,033041,سمة القيمة التالية,1,القيمة التالية أعلى من القيمة الحقيقية (وصل القياس إلى الحد الأدنى للأداة).,,,,,Operational
bufr4/0/33/041/2,033041,سمة القيمة التالية,2,القيمة التالية أعلى من القيمة الحقيقية (وصل القياس إلى الحد الأدنى للأداة).,,,,,Operational
bufr4/0/33/041/3,033041,سمة القيمة التالية,3,القيمة المفقودة,,,,,Operational
bufr4/0/33/042/0,033042,نوع الحد الممثل بالقيمة التالية,0,الحد الأدنى الحصري (>),,,,,Operational
bufr4/0/33/042/1,033042,نوع الحد الممثل بالقيمة التالية,1,الحد الأدنى الحصري (>),,,,,Operational
bufr4/0/33/042/2,033042,نوع الحد الممثل بالقيمة التالية,2,الحد الأدنى الحصري (>),,,,,Operational
bufr4/0/33/042/3,033042,نوع الحد الممثل بالقيمة التالية,3,الحد الأقصى الشامل (=<),,,,,Operational
bufr4/0/33/042/4-6,033042,نوع الحد الممثل بالقيمة التالية,4-6,محجوز,,,,,Operational
bufr4/0/33/042/7,033042,نوع الحد الممثل بالقيمة التالية,7,القيمة المفقودة,,,,,Operational
bufr4/0/33/043/1,033043,ثقة AST,1,بحر MDS. تم استخدام استرجاع SST نادير فقط باستخدام القناة 3.7 ميكرون. تم حجز أرض MDS.,,,,,Operational
bufr4/0/33/043/2,033043,ثقة AST,2,بحر MDS. تم استخدام استرجاع SST نادير فقط باستخدام القناة 3.7 ميكرون. تم حجز أرض MDS.,,,,,Operational
bufr4/0/33/043/3,033043,ثقة AST,3,عرض نادر يحتوي على بيانات وقت النهار,,,,,Operational
bufr4/0/33/043/4,033043,ثقة AST,4,عرض الأمام يحتوي على بيانات وقت النهار,,,,,Operational
bufr4/0/33/043/5-7,033043,ثقة AST,5-7,محجوز,,,,,Operational
bufr4/0/33/043/All-8,033043,ثقة AST,All 8,القيمة المفقودة,,,,,Operational
bufr4/0/33/044/1,033044,معلومات جودة ASAR,1,إشارة نطاق البيانات المدخلة خارج النطاق الاسمي,,,,,Operational
bufr4/0/33/044/2,033044,معلومات جودة ASAR,2,إشارة نطاق البيانات المدخلة خارج النطاق الاسمي,,,,,Operational
bufr4/0/33/044/3,033044,معلومات جودة ASAR,3,عدد فجوات بيانات الإدخال,,,,,Operational
bufr4/0/33/044/4,033044,معلومات جودة ASAR,4,نسبة الخطوط المفقودة > قيمة العتبة,,,,,Operational
bufr4/0/33/044/5,033044,معلومات جودة ASAR,5,عدم يقين في مركز دوبلر. مقياس الثقة < قيمة محددة,,,,,Operational
bufr4/0/33/044/6,033044,معلومات جودة ASAR,6,تقدير غموض دوبلر غير مؤكد. مقياس الثقة < قيمة محددة,,,,,Operational
bufr4/0/33/044/7,033044,معلومات جودة ASAR,7,إشارة نطاق البيانات المدخلة خارج النطاق الاسمي,,,,,Operational
bufr4/0/33/044/8,033044,معلومات جودة ASAR,8,إشارة انحراف معياري للبيانات الناتجة خارج النطاق الاسمي,,,,,Operational
bufr4/0/33/044/9,033044,معلومات جودة ASAR,9,فشل إعادة بناء الزقزقة أو أن الجودة منخفضة.,,,,,Operational
bufr4/0/33/044/10,033044,معلومات جودة ASAR,10,مجموعة البيانات مفقودة,,,,,Operational
bufr4/0/33/044/11,033044,معلومات جودة ASAR,11,معلمات الوصلة الهابطة غير صالحة,,,,,Operational
bufr4/0/33/044/12,033044,معلومات جودة ASAR,12,عدد تكرارات قطع الأفق. لم يتقارب ضبط قطع الأفق ضمن الحد الأدنى لعدد التكرارات.,,,,,Operational
bufr4/0/33/044/13,033044,معلومات جودة ASAR,13,عدد تكرارات قطع الأفق. لم يتقارب ضبط قطع الأفق ضمن الحد الأدنى لعدد التكرارات.,,,,,Operational
bufr4/0/33/044/14,033044,معلومات جودة ASAR,14,قياس الثقة في معلومات الطور. تكون قمة الطيف التخيلية أقل من الحد الأدنى، أو يكون الإزاحة عند التأخير الصفري أكبر من الحد الأدنى.,,,,,Operational
bufr4/0/33/044/All-15,033044,معلومات جودة ASAR,All 15,القيمة المفقودة,,,,,Operational
bufr4/0/33/047/1,033047,بيانات ثقة القياس,1,تم اكتشاف خطأ وتمت محاولة الاستعادة.,,,,,Operational
bufr4/0/33/047/2,033047,بيانات ثقة القياس,2,تم الكشف عن شذوذ في قيمة معالجة البيانات على متن المركبة (OBDH),,,,,Operational
bufr4/0/33/047/3,033047,بيانات ثقة القياس,3,تم الكشف عن شذوذ في قيمة معالجة المذبذب فائق الاستقرار (USOP),,,,,Operational
bufr4/0/33/047/4,033047,بيانات ثقة القياس,4,الأخطاء التي يكتشفها الكمبيوتر الموجود على متن الطائرة,,,,,Operational
bufr4/0/33/047/5,033047,بيانات ثقة القياس,5,التحكم التلقائي في الكسب (AGC) خارج النطاق,,,,,Operational
bufr4/0/33/047/6,033047,بيانات ثقة القياس,6,خطأ تأخير الاستقبال (Rx). مسافة Rx خارج النطاق.,,,,,Operational
bufr4/0/33/047/7,033047,بيانات ثقة القياس,7,معرف خطأ عينات شكل الموجة. خطأ,,,,,Operational
bufr4/0/33/047/8,033047,بيانات ثقة القياس,8,تم الكشف عن شذوذ/خطأ في نطاق S,,,,,Operational
bufr4/0/33/047/9-11,033047,بيانات ثقة القياس,9-11,محجوز,,,,,Operational
bufr4/0/33/047/12,033047,بيانات ثقة القياس,12,درجة حرارة السطوع (القناة 1) خارج النطاق,,,,,Operational
bufr4/0/33/047/13,033047,بيانات ثقة القياس,13,درجة حرارة السطوع (القناة 1) خارج النطاق,,,,,Operational
bufr4/0/33/047/14,033047,بيانات ثقة القياس,14,محجوز,,,,,Operational
bufr4/0/33/047/15,033047,بيانات ثقة القياس,15,خطأ إعادة تتبع المحيط نطاق Ku band,,,,,Operational
bufr4/0/33/047/16,033047,بيانات ثقة القياس,16,خطأ إعادة تتبع المحيط نطاق Ku band,,,,,Operational
bufr4/0/33/047/17,033047,بيانات ثقة القياس,17,خطأ إعادة تتبع المحيط نطاق Ku band,,,,,Operational
bufr4/0/33/047/18,033047,بيانات ثقة القياس,18,خطأ إعادة تتبع الجليد 1 في نطاق S,,,,,Operational
bufr4/0/33/047/19,033047,بيانات ثقة القياس,19,خطأ إعادة تتبع الجليد 1 في نطاق S,,,,,Operational
bufr4/0/33/047/20,033047,بيانات ثقة القياس,20,خطأ إعادة تتبع الجليد 1 في نطاق S,,,,,Operational
bufr4/0/33/047/21,033047,بيانات ثقة القياس,21,خطأ إعادة تتبع المحيط نطاق Ku band,,,,,Operational
bufr4/0/33/047/22,033047,بيانات ثقة القياس,22,خطأ عطل حسابي,,,,,Operational
bufr4/0/33/047/23,033047,بيانات ثقة القياس,23,حالة بيانات الطقس. لا خريطة,,,,,Operational
bufr4/0/33/047/24,033047,بيانات ثقة القياس,24,حالة بيانات الطقس. لا خريطة,,,,,Operational
bufr4/0/33/047/25,033047,بيانات ثقة القياس,25,حالة بيانات الطقس. لا خريطة,,,,,Operational
bufr4/0/33/047/26,033047,بيانات ثقة القياس,26,حالة بيانات الطقس. لا خريطة,,,,,Operational
bufr4/0/33/047/27,033047,بيانات ثقة القياس,27,حالة مروج المدار لوضع الانتشار، عدة أخطاء,,,,,Operational
bufr4/0/33/047/28,033047,بيانات ثقة القياس,28,حالة مروج المدار لوضع الانتشار، عدة أخطاء,,,,,Operational
bufr4/0/33/047/29,033047,بيانات ثقة القياس,29,حالة مروج المدار لوضع الانتشار، عدة أخطاء,,,,,Operational
bufr4/0/33/047/30,033047,بيانات ثقة القياس,30,حالة مروج المدار لوضع التهيئة، تم اكتشاف تحذير,,,,,Operational
bufr4/0/33/047/All-31,033047,بيانات ثقة القياس,All 31,القيمة المفقودة,,,,,Operational
bufr4/0/33/048/0,033048,مقياس الثقة لعكس SAR,0,تم الانعكاس بنجاح,,,,,Operational
bufr4/0/33/048/1,033048,مقياس الثقة لعكس SAR,1,تم الانعكاس بنجاح,,,,,Operational
bufr4/0/33/048/2,033048,مقياس الثقة لعكس SAR,2,محجوز,,,,,Operational
bufr4/0/33/048/3,033048,مقياس الثقة لعكس SAR,3,القيمة المفقودة,,,,,Operational
bufr4/0/33/049/0,033049,مقياس الثقة لاسترجاع الرياح,0,اتجاه الرياح الخارجية المستخدم أثناء الانقلاب.,,,,,Operational
bufr4/0/33/049/1,033049,مقياس الثقة لاسترجاع الرياح,1,اتجاه الرياح الخارجية المستخدم أثناء الانقلاب.,,,,,Operational
bufr4/0/33/049/2,033049,مقياس الثقة لاسترجاع الرياح,2,محجوز,,,,,Operational
bufr4/0/33/049/3,033049,مقياس الثقة لاسترجاع الرياح,3,القيمة المفقودة,,,,,Operational
bufr4/0/33/050/0,033050,المؤهل لعلم جودة GTSPP,0,غير مؤهل,,,,,Operational
bufr4/0/33/050/1,033050,المؤهل لعلم جودة GTSPP,1,القيمة الصحيحة (تم اجتياز جميع الفحوصات),,,,,Operational
bufr4/0/33/050/2,033050,المؤهل لعلم جودة GTSPP,2,من المحتمل أن يكون جيدًا ولكن القيمة غير متسقة مع الإحصائيات (تختلف عن علم المناخ),,,,,Operational
bufr4/0/33/050/3,033050,المؤهل لعلم جودة GTSPP,3,ربما سيئ (ارتفاع حاد، تدرج، إلخ، إذا اجتازت الاختبارات الأخرى),,,,,Operational
bufr4/0/33/050/4,033050,المؤهل لعلم جودة GTSPP,4,قيمة سيئة، قيمة مستحيلة (خارج النطاق، عدم استقرار رأسي، ملف تعريف ثابت),,,,,Operational
bufr4/0/33/050/5,033050,المؤهل لعلم جودة GTSPP,5,تم تعديل القيمة أثناء التحكم في الجودة,,,,,Operational
bufr4/0/33/050/6-7,033050,المؤهل لعلم جودة GTSPP,6-7,محجوز,,,,,Operational
bufr4/0/33/050/8,033050,المؤهل لعلم جودة GTSPP,8,القيمة المُداخلة,,,,,Operational
bufr4/0/33/050/9,033050,المؤهل لعلم جودة GTSPP,9,جيد للاستخدام التشغيلي؛ تنبيه؛ تحقق من الأدبيات للاستخدامات الأخرى,,,,,Operational
bufr4/0/33/050/10-14,033050,المؤهل لعلم جودة GTSPP,10-14,محجوز,,,,,Operational
bufr4/0/33/050/15,033050,المؤهل لعلم جودة GTSPP,15,القيمة المفقودة,,,,,Operational
bufr4/0/33/052/1-20,033052,جودة إعادة تتبع المحيطات في نطاق S band,1-20,أول 20 بت الأقل أهمية تتوافق مع القيم العشرين (واحدة لكل كتلة بيانات تحتوي على: 0 = قياس صالح، 1 = غير صالح). البت 1 ينطبق على كتلة البيانات العشرين.,,,,,Operational
bufr4/0/33/052/All-21,033052,جودة إعادة تتبع المحيطات في نطاق S band,All 21,القيمة المفقودة,,,,,Operational
bufr4/0/33/053/1-20,033053,جودة إعادة تتبع المحيطات في نطاق S band,1-20,أول 20 بت الأقل أهمية تتوافق مع القيم العشرين (واحدة لكل كتلة بيانات تحتوي على: 0 = قياس صالح، 1 = غير صالح). البت 1 ينطبق على كتلة البيانات العشرين.,,,,,Operational
bufr4/0/33/053/All-21,033053,جودة إعادة تتبع المحيطات في نطاق S band,All 21,القيمة المفقودة,,,,,Operational
bufr4/0/33/054/0,033054,الجودة العامة للملف الجوي المسترجع,0,القيم الشخصية جيدة,,,,,Operational
bufr4/0/33/054/1,033054,الجودة العامة للملف الجوي المسترجع,1,القيم الشخصية جيدة,,,,,Operational
bufr4/0/33/054/2,033054,الجودة العامة للملف الجوي المسترجع,2,محجوز,,,,,Operational
bufr4/0/33/054/3,033054,الجودة العامة للملف الجوي المسترجع,3,القيم الشخصية جيدة,,,,,Operational
bufr4/0/33/054/4-6,033054,الجودة العامة للملف الجوي المسترجع,4-6,محجوز,,,,,Operational
bufr4/0/33/054/7,033054,الجودة العامة للملف الجوي المسترجع,7,القيمة المفقودة,,,,,Operational
bufr4/0/33/055/1-10,033055,علامة جودة متجه الرياح,1-10,محجوز,,,,,Operational
bufr4/0/33/055/11,033055,علامة جودة متجه الرياح,11,معامل انعكاس المحيط سيغما-0 غير متوفر لاسترجاع الرياح,,,,,Operational
bufr4/0/33/055/12,033055,علامة جودة متجه الرياح,12,الرياح الخلفية غير متوفرة,,,,,Operational
bufr4/0/33/055/13,033055,علامة جودة متجه الرياح,13,نموذج الخلفية يكتشف الأرض,,,,,Operational
bufr4/0/33/055/14,033055,علامة جودة متجه الرياح,14,نموذج الخلفية يكتشف الجليد,,,,,Operational
bufr4/0/33/055/15,033055,علامة جودة متجه الرياح,15,سيغما-0 ليست خالية من الأرض/الجليد,,,,,Operational
bufr4/0/33/055/16,033055,علامة جودة متجه الرياح,16,تلوث الأراضي سيغما-0,,,,,Operational
bufr4/0/33/055/17,033055,علامة جودة متجه الرياح,17,تلوث الجليد سيغما-0,,,,,Operational
bufr4/0/33/055/18,033055,علامة جودة متجه الرياح,18,ليس هناك تنوع كافٍ في الزاوية الأفقية.,,,,,Operational
bufr4/0/33/055/19,033055,علامة جودة متجه الرياح,19,لم يتم الانعكاس,,,,,Operational
bufr4/0/33/055/20,033055,علامة جودة متجه الرياح,20,علم WVC العام,,,,,Operational
bufr4/0/33/055/21,033055,علامة جودة متجه الرياح,21,تم محاولة الانعكاس (تم تعيين العلم),,,,,Operational
bufr4/0/33/055/22,033055,علامة جودة متجه الرياح,22,يتم محاولة علم المطر (يتم تعيين العلم),,,,,Operational
bufr4/0/33/055/23,033055,علامة جودة متجه الرياح,23,تم رصد أمطار,,,,,Operational
bufr4/0/33/055/All-24,033055,علامة جودة متجه الرياح,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/056/1-7,033056,علم جودة سيجما-0,1-7,محجوز,,,,,Operational
bufr4/0/33/056/8,033056,علم جودة سيجما-0,8,تصاعدي,,,,,Operational
bufr4/0/33/056/9,033056,علم جودة سيجما-0,9,استقطاب VV,,,,,Operational
bufr4/0/33/056/10,033056,علم جودة سيجما-0,10,مقدمة المركبة الفضائية,,,,,Operational
bufr4/0/33/056/11,033056,علم جودة سيجما-0,11,أرض,,,,,Operational
bufr4/0/33/056/12,033056,علم جودة سيجما-0,12,سيغما-0 ضعيف (ملخص),,,,,Operational
bufr4/0/33/056/13,033056,علم جودة سيجما-0,13,سيغما-0 غير صالح (ملخص),,,,,Operational
bufr4/0/33/056/14,033056,علم جودة سيجما-0,14,بي تي ضعيف,,,,,Operational
bufr4/0/33/056/15,033056,علم جودة سيجما-0,15,BT غير صالح,,,,,Operational
bufr4/0/33/056/16,033056,علم جودة سيجما-0,16,الحد الفاصل بين البر والبحر,,,,,Operational
bufr4/0/33/056/17,033056,علم جودة سيجما-0,17,سيغما-0 سلبية,,,,,Operational
bufr4/0/33/056/18-20,033056,علم جودة سيجما-0,18-20,محجوز,,,,,Operational
bufr4/0/33/056/21,033056,علم جودة سيجما-0,21,وضع الجليد,,,,,Operational
bufr4/0/33/056/22,033056,علم جودة سيجما-0,22,بيانات مفقودة عند خط عرض وخط طول معين لعملية تحديد أعلام الجليد البحري لمدة يومين أو أكثر,,,,,Operational
bufr4/0/33/056/23,033056,علم جودة سيجما-0,23,تلوث الجليد والمحيط,,,,,Operational
bufr4/0/33/056/All-24,033056,علم جودة سيجما-0,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/060/0,033060,GqisFlagQual - علم جودة النظام الفردي IASI-System,0,جيد,,,,,Operational
bufr4/0/33/060/1,033060,GqisFlagQual - علم جودة النظام الفردي IASI-System,1,سيئ,,,,,Operational
bufr4/0/33/060/2,033060,GqisFlagQual - علم جودة النظام الفردي IASI-System,2,محجوز,,,,,Operational
bufr4/0/33/060/3,033060,GqisFlagQual - علم جودة النظام الفردي IASI-System,3,القيمة المفقودة,,,,,Operational
bufr4/0/33/066/1-19,033066,علم جودة AMV,1-19,محجوز,,,,,Operational
bufr4/0/33/066/20,033066,علم جودة AMV,20,رياح جيدة، ولكن تم استخدام قناة بديلة لتتبع الميزات,,,,,Operational
bufr4/0/33/066/21,033066,علم جودة AMV,21,رياح جيدة، ولكن مجموعة بديلة من القنوات تُستخدم لتحديد ارتفاع قمة السحب/تعيين ارتفاع AMV.,,,,,Operational
bufr4/0/33/066/22,033066,علم جودة AMV,22,يفشل قيد سطح الارتباط,,,,,Operational
bufr4/0/33/066/23,033066,علم جودة AMV,23,محجوز,,,,,Operational
bufr4/0/33/066/All-24,033066,علم جودة AMV,All 24,القيمة المفقودة,,,,,Operational
bufr4/0/33/070/0,033070,جودة الأوزون الكلية,0,استرجاع جيد,,,,,Operational
bufr4/0/33/070/1,033070,جودة الأوزون الكلية,1,علم معلومات الهباء الجوي السيئة أو شذوذ إشعاع NOAA-16,,,,,Operational
bufr4/0/33/070/2,033070,جودة الأوزون الكلية,2,زاوية السمت الشمسية أكبر من 84 درجة,,,,,Operational
bufr4/0/33/070/3,033070,جودة الأوزون الكلية,3,بقايا 380 نانومتر تتجاوز الحد.,,,,,Operational
bufr4/0/33/070/4,033070,جودة الأوزون الكلية,4,عدم تناسق الأوزون,,,,,Operational
bufr4/0/33/070/5,033070,جودة الأوزون الكلية,5,الفرق بين الأوزون الشخصي والأوزون الكلي في الخطوة 3 يتجاوز العتبة (المحددة بـ 25 DU).,,,,,Operational
bufr4/0/33/070/6,033070,جودة الأوزون الكلية,6,الخطوة 1: تكرار الأوزون لم يتقارب,,,,,Operational
bufr4/0/33/070/7,033070,جودة الأوزون الكلية,7,أي بقايا قناة أكبر من 16 أو إشعاع سيئ,,,,,Operational
bufr4/0/33/070/8,033070,جودة الأوزون الكلية,8,عدد البكسلات غير كافٍ - لم تتم المعالجة,,,,,Operational
bufr4/0/33/070/9,033070,جودة الأوزون الكلية,9,التخمين الأول جيد - تم استخدام بيانات توقعات الأوزون,,,,,Operational
bufr4/0/33/070/10,033070,جودة الأوزون الكلية,10,سحابة عالية في البكسل - غير معالجة,,,,,Operational
bufr4/0/33/070/11,033070,جودة الأوزون الكلية,11,استرجاع الأوزون الناجح,,,,,Operational
bufr4/0/33/070/12,033070,جودة الأوزون الكلية,12,استرجاع الأوزون الناجح,,,,,Operational
bufr4/0/33/070/13-14,033070,جودة الأوزون الكلية,13-14,محجوز,,,,,Operational
bufr4/0/33/070/15,033070,جودة الأوزون الكلية,15,القيمة المفقودة,,,,,Operational
bufr4/0/33/071/0,033071,جودة الأوزون الكلية,0,استرجاع جيد,,,,,Operational
bufr4/0/33/071/1,033071,جودة الأوزون الكلية,1,زاوية السمت الشمسية أكبر من 84 درجة,,,,,Operational
bufr4/0/33/071/2,033071,جودة الأوزون الكلية,2,الفرق بين الأوزون الشخصي والأوزون الكلي في الخطوة 3 يتجاوز العتبة (المحددة بـ 25 DU).,,,,,Operational
bufr4/0/33/071/3,033071,جودة الأوزون الكلية,3,المتوسط النهائي للبقايا للأطوال الموجية المستخدمة في الاسترجاع أكبر من العتبة,,,,,Operational
bufr4/0/33/071/4,033071,جودة الأوزون الكلية,4,بقايا نهائية أكبر من 3 أضعاف الخطأ المسبق,,,,,Operational
bufr4/0/33/071/5,033071,جودة الأوزون الكلية,5,الفرق بين المسترجع والمسبق أكبر من 3 أضعاف خطأ المسبق,,,,,Operational
bufr4/0/33/071/6,033071,جودة الأوزون الكلية,6,حل غير متقارب,,,,,Operational
bufr4/0/33/071/7,033071,جودة الأوزون الكلية,7,شذوذ ملف المستوى العلوي أو شذوذ الضوء الشارد,,,,,Operational
bufr4/0/33/071/8,033071,جودة الأوزون الكلية,8,بقايا أولية أكبر من 18.0 وحدة قيمة-N,,,,,Operational
bufr4/0/33/071/9-14,033071,جودة الأوزون الكلية,9-14,محجوز,,,,,Operational
bufr4/0/33/071/15,033071,جودة الأوزون الكلية,15,القيمة المفقودة,,,,,Operational
bufr4/0/33/072/0,033072,خطأ الأوزون,0,استرجاع جيد,,,,,Operational
bufr4/0/33/072/1,033072,خطأ الأوزون,1,الانعكاسية خارج النطاق,,,,,Operational
bufr4/0/33/072/2,033072,خطأ الأوزون,2,بكسلات أكبر (عدد البكسلات العرضية أقل من 32) أو خطأ في المسح العكسي,,,,,Operational
bufr4/0/33/072/3,033072,خطأ الأوزون,3,زاوية السمت الشمسية أكبر من 84 درجة,,,,,Operational
bufr4/0/33/072/4,033072,خطأ الأوزون,4,خط العرض/خط الطول خارج النطاق,,,,,Operational
bufr4/0/33/072/5,033072,خطأ الأوزون,5,زاوية السمت للرؤية أو زاوية السمت الشمسية خارج النطاق,,,,,Operational
bufr4/0/33/072/6,033072,خطأ الأوزون,6,فشل عملية الخطوة الأولى بشكل عام,,,,,Operational
bufr4/0/33/072/7,033072,خطأ الأوزون,7,التخمين الأول الأوزون خارج النطاق,,,,,Operational
bufr4/0/33/072/8,033072,خطأ الأوزون,8,عدد التكرارات كبير جدًا (يتجاوز 8),,,,,Operational
bufr4/0/33/072/9,033072,خطأ الأوزون,9,فشل حساب البقايا في الخطوة الأولى,,,,,Operational
bufr4/0/33/072/10,033072,خطأ الأوزون,10,فشل عملية الخطوة الأولى بشكل عام,,,,,Operational
bufr4/0/33/072/11,033072,خطأ الأوزون,11,التخمين الأول الأوزون خارج النطاق,,,,,Operational
bufr4/0/33/072/12,033072,خطأ الأوزون,12,قيمة الأوزون في الخطوة الثانية خارج النطاق,,,,,Operational
bufr4/0/33/072/13,033072,خطأ الأوزون,13,فشل حساب البقايا في الخطوة الأولى,,,,,Operational
bufr4/0/33/072/14,033072,خطأ الأوزون,14,فشل عملية الخطوة الأولى بشكل عام,,,,,Operational
bufr4/0/33/072/15,033072,خطأ الأوزون,15,تنبيه دقة تصحيح الاستقطاب,,,,,Operational
bufr4/0/33/072/16,033072,خطأ الأوزون,16,التألق أو الإشعاع أقل من أو يساوي صفر,,,,,Operational
bufr4/0/33/072/17-30,033072,خطأ الأوزون,17-30,محجوز,,,,,Operational
bufr4/0/33/072/31,033072,خطأ الأوزون,31,القيمة المفقودة,,,,,Operational
bufr4/0/33/075/1,033075,أعلام جودة مستوى المسح,1,تم اكتشاف فجوة في بيانات سجل البيانات الخام (RDR) (أي، عمليات مسح مفقودة تسبق الفحص الحالي).,,,,,Operational
bufr4/0/33/075/2,033075,أعلام جودة مستوى المسح,2,الوقت المسجل ليس في تسلسل (أي أن وقت بدء الفحص خارج التسلسل),,,,,Operational
bufr4/0/33/075/3,033075,أعلام جودة مستوى المسح,3,لا يمكن تحديث حساب Lambda المراقب.,,,(انظر الملاحظة 3),72,Operational
bufr4/0/33/075/4,033075,أعلام جودة مستوى المسح,4,درجات الحرارة المقاسة لأي مكونات الجهاز (مثل مقسم الشعاع، مرآة المسح، حاجز المسح) تقع خارج النطاقات المسموح بها.,,,(انظر الملاحظة 3),83,Operational
bufr4/0/33/075/5,033075,أعلام جودة مستوى المسح,5,انحرفت درجة حرارة واحدة على الأقل من أدوات المراقبة عن القيمة المحددة للتسامح.,,,,,Operational
bufr4/0/33/075/6-12,033075,أعلام جودة مستوى المسح,6-12,محجوز,,,,,Operational
bufr4/0/33/075/All-13,033075,أعلام جودة مستوى المسح,All 13,القيمة المفقودة,,,,,Operational
bufr4/0/33/076/1,033076,أعلام جودة المعايرة,1,التدخل القمري على أول رؤية للفضاء العميق,,,(انظر الملاحظة),71,Operational
bufr4/0/33/076/2,033076,أعلام جودة المعايرة,2,التدخل القمري على أول رؤية للفضاء العميق,,,(انظر الملاحظة),71,Operational
bufr4/0/33/076/3-8,033076,أعلام جودة المعايرة,3-8,محجوز,,,,,Operational
bufr4/0/33/076/All-9,033076,أعلام جودة المعايرة,All 9,القيمة المفقودة,,,,,Operational
bufr4/0/33/077/1,033077,أعلام جودة مجال الرؤية,1,جودة SDR المتدهورة,,,,,Operational
bufr4/0/33/077/2,033077,أعلام جودة مجال الرؤية,2,جودة SDR المتدهورة,,,(انظر الملاحظة 3),68,Operational
bufr4/0/33/077/3,033077,أعلام جودة مجال الرؤية,3,معلومات تحديد الموقع الجغرافي لـ SDR غير صالحة,,,,,Operational
bufr4/0/33/077/4,033077,أعلام جودة مجال الرؤية,4,معايرة إشعاعية متدهورة,,,,,Operational
bufr4/0/33/077/5,033077,أعلام جودة مجال الرؤية,5,معايرة إشعاعية متدهورة,,,(انظر الملاحظة 3),67,Operational
bufr4/0/33/077/6,033077,أعلام جودة مجال الرؤية,6,معايرة طيفية متدهورة,,,,,Operational
bufr4/0/33/077/7,033077,أعلام جودة مجال الرؤية,7,معايرة طيفية متدهورة,,,(انظر الملاحظة 3),73,Operational
bufr4/0/33/077/8,033077,أعلام جودة مجال الرؤية,8,تم اكتشاف وتصحيح خطأ في عدد الحواف.,,,(انظر الملاحظة 3),70,Operational
bufr4/0/33/077/9,033077,أعلام جودة مجال الرؤية,9,مؤشر النهار/الليل,,,(انظر الملاحظة 3),69,Operational
bufr4/0/33/077/10,033077,أعلام جودة مجال الرؤية,10,بيانات RDR غير صالحة,,,(انظر الملاحظة 3),87,Operational
bufr4/0/33/077/11,033077,أعلام جودة مجال الرؤية,11,تم اكتشاف وتصحيح خطأ في عدد الحواف.,,,(انظر الملاحظة 3),86,Operational
bufr4/0/33/077/12,033077,أعلام جودة مجال الرؤية,12,فشل تقليم البت,,,,,Operational
bufr4/0/33/077/13-18,033077,أعلام جودة مجال الرؤية,13-18,محجوز,,,,,Operational
bufr4/0/33/077/All-19,033077,أعلام جودة مجال الرؤية,All 19,القيمة المفقودة,,,,,Operational
bufr4/0/33/078/0,033078,جودة تحديد الموقع الجغرافي,0,اسمي - بيانات الارتفاع والمدار متوفرة,,,,,Operational
bufr4/0/33/078/1,033078,جودة تحديد الموقع الجغرافي,1,يفتقد على الأكثر فجوة صغيرة في بيانات الارتفاع والمدار.,,,,,Operational
bufr4/0/33/078/2,033078,جودة تحديد الموقع الجغرافي,2,يفتقد على الأكثر فجوة صغيرة في بيانات الارتفاع والمدار.,,,,,Operational
bufr4/0/33/078/3,033078,جودة تحديد الموقع الجغرافي,3,يفتقد على الأكثر فجوة صغيرة في بيانات الارتفاع والمدار.,,,,,Operational
